distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
58.519605404,6.00283273,0.344286011,1,1,0,0,0
8.608180825,6.357791478,3.318765773,1,0,0,1,0
56.35599205,0.115280764,1.062094291,1,0,0,1,0
3.77826181,4.903261889,0.483254919,1,1,0,0,0
6.164935706,0.918005171,0.511575828,1,0,0,0,0
42.33319255,0.231111689,3.448986022,1,1,0,1,0
11.68273466,0.361219927,2.547129963,1,1,0,1,0
56.4899004,0.595812541,0.459744565,1,1,1,1,0
0.560780274,0.297931522,0.176712834,0,0,0,1,0
41.2548309,9.712584129,0.285994928,1,0,0,1,0
3.873095635,0.105594534,0.415621167,1,0,0,1,0
6.892393267,0.085289057,0.526861843,1,1,0,1,0
58.519605404,0.705012393,1.199978727,1,0,0,0,0
2.251085638,0.041306698,1.412694315,1,0,0,1,0
58.519605404,0.212423439,4.261589409,1,0,0,1,1
9.39002495,0.345865875,1.038530687,1,0,0,0,0
18.31225575,2.528729557,2.526007763,1,1,0,0,0
8.877103502,0.681746828,0.990565391,1,1,0,0,0
1.785143384,0.013402986,0.709155829,0,0,0,1,0
11.567545,10.96737678,1.404169475,1,0,0,1,0
12.49073577,0.919723352,0.76917432,1,0,0,0,0
34.9516745,2.40893317,2.078656443,1,1,0,1,0
4.635318003,0.128247791,2.029737743,1,1,1,0,0
58.519605404,0.157842183,3.224512788,1,0,0,1,0
5.686026459,0.027451759,0.226891524,1,1,0,0,0
5.121743426,2.117277837,0.119369223,1,0,0,0,0
12.45438328,2.615832523,2.908213287,1,0,0,1,0
6.12031298,10.39214972,0.774990912,1,0,0,1,0
2.921483568,12.95061019,4.160506071,1,1,0,1,1
52.22956079,0.222387157,0.399318865,1,1,0,1,0
23.61076273,0.308449165,0.379850935,1,0,0,1,0
7.106914686,2.56703696,0.382002314,1,0,0,1,0
17.0034898,0.006982265,1.171149954,1,0,0,1,0
6.302745857,0.22192246,1.1637898,1,0,0,1,0
1.014748492,2.895109524,2.134739691,0,0,0,1,0
16.12090828,9.988869146,1.085129699,1,1,0,0,0
11.14105583,7.516539682,1.319246347,1,0,0,1,0
8.049619966,0.103688284,1.202207966,1,0,0,1,0
5.415981997,0.369028267,0.21171647,1,0,0,1,0
14.48335836,0.053852474,0.31714366,1,1,0,0,0
2.60288203,1.129216774,0.24495538,1,0,1,1,0
58.519605404,7.240629791,5.205806979,1,0,0,1,1
17.66015543,5.065682904,0.237751254,1,1,0,1,0
58.519605404,6.615155634,0.503381448,1,0,1,1,0
6.907561448,0.201840951,0.446870869,1,0,0,1,0
32.55005492,1.622166798,0.451009388,1,1,0,1,0
7.218877035,0.822428107,6.377637213,1,0,0,1,1
23.8844449,0.064347231,0.393205755,1,0,0,1,0
34.00231988,0.163941933,13.02281575,1,0,0,1,1
4.553733993,17.62498136,0.341020104,1,1,1,1,0
16.72036525,0.094187026,8.921022042,1,0,0,0,0
15.85183605,1.199672585,1.347937886,1,1,0,0,0
2.78759333,0.697011909,0.997685836,1,1,0,1,0
58.519605404,0.412769729,1.850333893,1,1,0,1,0
52.95968493,0.303004966,0.263445423,1,0,0,1,0
3.726999555,0.136996174,3.621002099,1,0,0,1,0
14.48817317,0.680169693,4.967744596,1,1,1,1,0
40.33478285,4.03375236,1.166215972,1,1,0,0,0
15.84318704,8.923063159,0.285241698,1,1,0,1,0
1.211947685,24.42446055,0.204329604,0,1,0,1,0
8.970662689,0.74851776,0.419518129,1,1,0,0,0
14.08244448,0.409491046,3.691141924,1,0,0,1,0
52.62674541,0.420735081,0.557842853,1,0,0,0,0
6.827806312,0.046495836,1.480393384,1,0,0,1,0
2.531159732,2.744076588,5.279015082,1,0,0,1,1
1.416926245,0.988946455,0.52138755,0,0,0,0,0
14.7037833,26.37306999,0.758394018,1,0,0,1,0
3.558032886,0.8198277,0.052117938,1,0,0,1,0
20.60855252,1.288676562,0.778775919,1,0,0,1,0
54.78113157,1.694338564,2.283048296,1,0,0,1,0
1.268444826,1.221292228,1.637380452,0,0,1,0,0
6.310209716,0.033725921,2.228000175,1,1,1,1,0
20.75708666,0.695935805,2.098597681,1,0,0,1,0
0.989794169,7.356077896,0.53335072,0,0,0,1,0
18.2799357,3.816651565,1.38457742,1,0,0,0,0
4.571043718,5.545148477,0.690673436,1,0,0,1,0
15.80445127,0.62145451,0.936895722,1,0,0,1,0
1.609562687,0.419029859,2.588598772,0,0,0,1,0
9.873417393,1.022586099,0.346643314,1,0,0,0,0
3.417716126,3.408995521,0.633727637,1,1,0,0,0
7.544978723,12.19544648,0.108224324,1,1,0,0,0
6.827079833,5.056455843,0.158946966,1,1,1,0,0
11.97862933,0.25424244,0.514865373,1,0,0,1,0
10.4935305,2.856513957,0.125222723,1,0,0,1,0
3.779330916,0.465660971,0.062032221,1,0,1,0,0
12.75041661,0.543165406,1.740474743,1,0,0,1,0
0.802347508,2.063614431,0.897131708,0,0,1,0,0
58.519605404,0.374569684,1.517933293,1,0,0,1,0
5.140189731,0.116247302,1.365940157,1,0,0,1,0
38.36995101,2.113085411,0.362918096,1,0,0,1,0
9.542202477,0.474446054,5.919402297,1,0,0,1,1
18.54243969,0.11748906,0.34850718,1,0,0,0,0
19.69813867,0.083143803,0.34529706,1,1,0,0,0
10.56398502,0.095347345,1.152187006,1,1,1,0,0
12.43674302,0.775568125,0.72764983,1,1,0,1,0
22.70570745,0.109489336,1.749725767,1,0,0,0,0
0.525249397,0.204360618,4.158748613,0,1,0,1,1
1.476320865,3.090750616,1.472639676,0,0,0,0,0
20.41715832,1.185985666,0.324057767,1,0,0,0,0
2.397941263,0.267370903,0.394285707,1,1,0,1,0
11.52463332,1.245308177,0.991639797,1,0,0,1,0
11.82925619,0.671251338,0.978441096,1,0,1,1,0
58.519605404,1.376306698,4.424390004,1,0,0,1,1
2.012937377,1.389644068,1.199827988,1,0,0,0,0
6.116877999,0.014936713,1.449944964,1,0,0,1,0
58.519605404,0.283827527,0.367328534,1,0,0,0,0
41.75574723,0.33645631,1.787136069,1,0,0,0,0
4.422572417,0.397469277,0.399379868,1,0,0,1,0
3.23204646,0.485818026,2.237987661,1,1,0,1,0
2.641006296,0.242693553,0.811823011,1,0,0,1,0
6.707811746,12.11271487,1.461383973,1,1,0,0,0
46.22437431,0.072253398,3.04200547,1,0,1,1,0
36.4544405,9.764421625,0.577283049,1,0,0,0,0
50.35711908,1.207032479,1.001017805,1,1,0,1,0
18.81528851,0.659841529,1.798879634,1,0,0,1,0
4.946322365,0.438306061,4.604073168,1,0,0,1,1
1.974124067,3.04411114,2.00027879,1,0,0,1,0
36.76948388,0.200181528,1.236714655,1,1,0,1,0
2.737172357,0.791493859,3.318983503,1,1,0,0,0
58.519605404,0.732548604,2.461151079,1,1,0,1,0
2.335809814,0.141137661,0.482129273,1,1,0,1,0
4.178779596,3.74026269,7.196950929,1,0,0,1,1
58.519605404,0.571639851,0.348146908,1,0,0,1,0
10.00401449,0.198337477,0.191783706,1,0,0,1,0
3.24271658,80.15329881,1.390280059,1,1,0,1,0
8.325238962,0.470661211,2.052657398,1,1,0,0,0
58.519605404,0.484250787,0.311369782,1,1,0,1,0
4.797007928,0.519331148,0.612330905,1,1,1,0,0
5.582637632,0.13478233,0.559807571,1,0,0,1,0
3.887800017,145.1740883,1.190166029,1,1,1,0,0
6.616830443,2.551075962,0.459165208,1,0,0,1,0
5.628901281,4.732921491,0.475266589,1,0,0,1,0
1.566657695,5.886063776,0.596824373,0,1,0,1,0
0.83427111,1.033186109,1.629435933,0,1,0,1,0
58.519605404,1.025474254,0.293026032,1,1,0,1,0
2.581016006,0.059870574,0.853875737,1,0,0,0,0
7.023302187,0.771146215,6.625067692,1,0,1,1,0
15.35010627,0.109842705,4.099258083,1,0,0,1,1
8.318261293,16.0123577,0.332306085,1,0,0,1,0
18.62967134,0.708870419,0.834065656,1,0,0,1,0
58.519605404,2.126437535,5.118817759,1,1,0,0,1
24.9348213,0.318394862,0.712278172,1,0,0,1,0
6.565585832,0.105954213,0.424606727,1,0,0,0,0
37.7909413,1.134691062,0.991049912,1,1,0,0,0
7.961508202,0.747822262,0.901024352,1,0,0,1,0
7.994993526,1.976094466,0.500438508,1,0,1,1,0
7.60962005,0.082707526,1.455868506,1,0,0,0,0
52.78347505,0.779762696,1.367118006,1,1,0,1,0
7.256871963,0.371158785,0.115977055,1,1,0,0,0
38.07505206,0.204119315,0.271858549,1,1,0,0,0
58.519605404,1.283979202,0.696464787,1,0,0,1,1
1.941633357,3.278031896,1.679873384,1,0,1,0,0
26.24714983,0.376020577,1.994799728,1,0,0,1,0
5.344601372,0.056766721,0.412225058,1,1,1,1,0
6.202000394,0.784612718,0.546505864,1,1,1,1,0
5.645408475,0.489559342,0.583656895,1,1,0,1,0
6.926915827,0.689918084,0.338555656,1,0,0,1,0
17.67386078,0.436101427,1.015201637,1,0,0,1,0
20.34541701,0.626085038,0.816588581,1,0,0,1,0
0.2966199,0.789196908,1.322768608,0,1,0,1,0
39.01222108,0.402479081,0.978413782,1,0,0,1,0
18.51189868,0.377513431,0.35519471,1,0,0,0,0
3.326961436,0.95099977,0.428176415,1,1,0,1,0
18.91615136,3.557996843,2.804714229,1,1,0,1,0
1.999179833,4.093793931,0.470710309,1,0,0,1,0
3.985998454,7.370911934,0.232127425,1,1,0,0,0
35.48865965,0.076188687,4.744848702,1,0,0,1,1
36.15539499,0.071801935,0.900319186,1,0,0,0,0
34.82012183,2.266739504,4.336189904,1,1,1,0,0
31.27132419,0.261023182,3.27529174,1,0,1,1,0
8.879876495,0.452256107,3.43161815,1,1,0,0,0
1.993616464,5.076849354,0.566600671,1,0,0,1,0
23.3597151,2.057773097,3.097177868,1,0,0,1,0
12.42183775,1.009609239,2.541243265,1,1,0,1,0
8.811627792,8.460867479,0.327468926,1,1,0,1,0
42.76834474,13.31869713,0.750554206,1,1,0,0,0
14.73432289,1.733296755,7.485871263,1,0,0,1,1
7.131735907,0.556663585,2.274936149,1,0,0,1,0
34.207272,0.093279017,0.417084705,1,0,0,0,0
0.931822427,0.863867811,0.613602724,0,0,1,1,0
58.519605404,3.071753361,0.92338175,1,0,0,1,0
13.98002726,0.866638141,4.23596998,1,0,0,1,1
10.92176262,1.818282573,1.32689299,1,0,0,1,0
14.32607528,2.948615726,0.893034516,1,0,0,1,0
58.519605404,0.753769839,1.514826912,1,0,1,1,0
58.519605404,0.111197198,2.236841054,1,1,0,1,0
11.23058062,0.077388543,0.518552551,1,0,0,1,0
3.393185969,0.060223516,2.64557103,1,1,1,0,0
13.25776321,1.188970854,1.465015541,1,0,0,1,0
1.65578057,0.976477649,0.559394524,0,0,0,1,0
16.84895601,0.535161352,0.161191451,1,0,0,1,0
17.54942803,1.487525936,0.116215388,1,0,0,1,0
2.296899471,0.236823382,1.231987711,1,0,1,1,0
1.698091598,3.511139305,2.599076888,0,1,0,1,0
56.11158742,2.691508788,1.160063734,1,0,0,1,0
5.49658373,0.122194894,3.445562823,1,1,0,1,0
9.581479643,0.671304889,0.2391531,1,0,0,1,0
24.72256385,1.535876237,0.760436668,1,1,0,0,0
3.525149194,0.114309443,1.015967947,1,0,0,0,0
0.454721858,1.153349577,2.193826217,0,1,0,1,0
16.7172635,0.495025494,2.373029278,1,0,0,1,0
3.295655929,0.359558005,0.102085195,1,0,0,1,0
1.314875725,15.48071088,0.522484487,0,0,0,0,0
3.670262092,0.322406644,0.014304819,1,0,0,0,0
0.268666517,0.753915122,6.245313281,0,0,0,0,1
31.66975461,12.31836089,0.510903841,1,1,0,1,0
6.576516339,0.825790979,1.520209496,1,0,0,1,0
7.508409484,2.769444822,1.182162068,1,1,0,0,0
34.29676551,0.133875946,1.955041349,1,1,0,1,0
2.614899266,1.652535345,3.692400258,1,1,0,1,0
58.519605404,1.956810733,1.028426251,1,1,0,0,0
58.519605404,21.19723522,1.858793639,1,0,0,1,1
25.01835282,0.325590042,1.548100198,1,1,0,1,0
3.076524739,9.60279737,1.931327836,1,0,0,1,0
10.42686126,0.731040304,0.89639306,1,0,0,1,0
18.74028357,23.94684529,6.207075086,1,1,0,1,1
1.149176316,4.377726961,0.976370766,0,0,0,0,0
5.271555561,15.91428848,2.091877162,1,0,1,1,0
1.455108717,0.835523334,2.32472865,0,0,0,1,0
4.450127343,0.233993831,3.226750014,1,1,1,1,0
5.647214125,1.995833767,0.175710584,1,0,0,1,0
11.83486513,2.238654353,0.462092577,1,1,1,0,0
16.63885644,0.282330125,0.15841303,1,0,0,1,0
12.49576533,1.516302977,0.609222902,1,0,0,0,0
2.895528121,25.66037788,0.861468194,1,0,0,0,0
10.20630772,0.099542449,0.290908214,1,0,0,1,0
10.71938133,20.14599018,2.049477119,1,0,0,1,0
9.364749026,0.985234403,0.332319895,1,0,0,0,0
1.636524725,0.21568525,1.478001742,0,0,0,1,0
10.4353891,2.137389221,1.300065288,1,0,0,1,0
0.993450287,1.398948227,8.239946144,0,0,0,1,1
34.77712885,0.991156203,1.037733133,1,0,0,1,0
4.415606005,8.329472701,3.089466683,1,0,0,0,0
3.569293582,0.075226315,0.413791992,1,0,0,1,0
19.82649635,0.645137817,1.221245426,1,1,1,1,0
20.03675128,0.571732921,0.854159269,1,1,1,0,0
28.10267512,0.394308297,0.350148734,1,0,0,1,0
16.91216984,0.677803019,0.421958424,1,0,0,0,0
2.91813572,4.560130054,0.95990627,1,0,0,0,0
25.93209695,6.123393499,0.188997811,1,0,0,0,0
4.4527651,0.197656491,0.182741728,1,0,0,1,0
6.896559823,1.28278849,0.464451272,1,0,0,0,0
1.210338567,0.995363275,0.342506955,0,0,0,1,0
11.97708756,0.511137037,1.86787499,1,0,0,1,0
4.803157358,8.254442467,2.082623692,1,0,0,1,0
6.711733684,2.579239072,2.703989252,1,1,0,0,0
58.519605404,0.84016935,1.156926164,1,0,0,1,1
5.997678281,5.968933832,2.464728929,1,0,0,1,0
1.942587518,0.432551734,0.243958528,1,0,0,0,0
27.99981335,0.064542787,0.350507626,1,0,0,1,0
6.54761723,0.124324939,0.49878314,1,0,0,0,0
11.92041551,0.066896003,0.496666857,1,1,0,1,0
13.54052448,0.188193244,0.392014417,1,0,0,1,0
42.86162475,2.122037572,0.851970322,1,0,0,0,0
14.77677008,20.73648336,0.743104732,1,1,0,0,0
22.81408513,0.397781517,0.582498183,1,1,0,1,0
1.964941908,3.207306917,2.545629083,1,1,0,1,0
24.55931373,1.881844244,0.461544175,1,1,0,1,0
0.681585963,2.499787473,1.896612079,0,0,0,1,0
58.519605404,4.28513627,0.216595336,1,1,0,1,0
58.519605404,0.839352223,10.96924774,1,1,0,1,1
3.17822996,0.069266023,16.1085712,1,0,1,1,0
2.517458166,0.380799935,1.712256469,1,0,0,0,0
51.55028075,13.21364389,0.346102535,1,0,0,0,0
53.36147804,8.528424979,0.921741308,1,0,0,0,0
8.019275934,171.3516804,2.110564524,1,1,0,1,0
26.07433844,9.363605078,1.433419971,1,1,0,1,0
1.677887439,0.875735417,4.881490092,0,1,0,0,0
3.252585777,1.271669754,1.637097672,1,0,0,1,0
6.36041995,8.734366998,17.64487819,1,0,0,0,0
16.1340311,0.121663787,7.352031909,1,0,0,1,1
47.86297369,2.777490102,0.416096937,1,0,0,1,0
5.542185347,3.382304484,1.866593625,1,0,0,0,0
9.711126813,0.57833768,0.25121281,1,1,0,1,0
45.57902732,0.520322232,0.958224348,1,0,0,1,0
1.654376296,0.243390369,0.032893675,0,0,0,0,0
2.545263658,1.508655474,2.09112416,1,0,0,0,0
3.417527215,1.919753878,0.267675514,1,0,0,1,0
25.70192821,1.912963022,0.243649059,1,0,1,0,0
5.447899323,0.059758913,0.824148726,1,0,0,0,0
9.325351054,0.079593735,0.780922401,1,0,0,0,0
43.31088718,0.714540246,0.824278406,1,0,0,1,0
19.93409028,0.568277984,1.895930064,1,0,0,1,0
0.965226341,0.585775042,0.701559603,0,0,1,1,0
58.519605404,1.489223873,0.897850174,1,0,0,1,0
1.730838252,7.792057803,0.444645065,0,0,0,1,0
26.60960058,0.118595967,1.540064874,1,1,0,1,0
10.68630156,0.373139998,7.192635692,1,0,0,1,1
14.51968201,4.678277113,0.149155382,1,1,0,1,0
33.79437889,0.100553547,2.456439223,1,0,0,1,0
3.131510454,1.861026565,1.963467243,1,0,0,0,0
7.081516953,2.132464229,10.6344156,1,0,0,1,1
57.59984725,1.959534824,0.249511413,1,0,0,1,0
29.98625298,0.056261216,1.314340145,1,1,0,1,0
3.347985992,5.400300607,1.63642819,1,0,0,1,0
7.619717238,1.937395486,1.968479719,1,0,0,1,0
0.962467605,0.28547985,0.324913637,0,1,0,0,0
16.89295814,0.109395311,0.209285571,1,0,1,0,0
3.142182434,4.570975235,0.814503963,1,1,0,1,0
7.004207363,4.037151966,0.196312185,1,0,0,0,0
9.649949248,21.04128177,5.242092707,1,0,0,1,1
33.38729393,0.097920699,5.93533247,1,1,0,0,0
20.03341061,9.137449071,0.414130135,1,0,0,1,0
1.187754574,0.173133317,7.53839026,0,1,0,1,1
19.15423662,0.200790098,1.092333671,1,1,0,0,0
53.02476366,1.229418243,0.671789732,1,1,0,1,0
1.486397068,0.226883283,0.671178409,0,1,0,1,0
20.97145872,29.92464738,1.481721478,1,1,0,1,0
7.456526219,0.38785185,3.368344379,1,1,0,1,0
6.474192469,1.286713708,0.239056893,1,0,0,1,0
13.9587837,0.862626779,0.284527462,1,1,0,0,0
2.895226466,14.57361014,2.496843001,1,0,0,1,0
15.00579826,3.955950753,0.544425299,1,1,0,1,0
7.426202753,0.246910108,0.882519365,1,0,0,1,0
4.195542474,1.417148317,0.331499727,1,0,0,1,0
34.70987206,0.270872347,0.472272989,1,0,0,1,0
24.73835485,0.34822015,0.254205871,1,0,0,0,0
11.89009234,0.567004192,1.786759838,1,0,0,1,0
43.63738365,10.87359026,4.108373663,1,0,0,1,1
2.836621372,0.868128475,1.378779864,1,0,0,1,0
2.798242744,0.058770926,8.886390739,1,1,0,1,1
2.926047062,0.844505613,2.504154613,1,0,0,0,0
5.598486039,0.108334145,1.011577277,1,1,1,0,0
5.404310901,0.497140895,5.825135541,1,0,0,1,1
19.70845134,0.056999595,1.190732901,1,1,0,0,0
8.960966104,0.347888807,4.868528064,1,1,0,1,1
14.29431637,18.428452,1.764680088,1,1,1,0,0
3.483946669,6.793141528,0.519642996,1,1,0,1,0
7.670938424,0.520443393,2.98574462,1,0,0,0,0
7.05807188,0.508380569,1.443715322,1,0,0,1,0
19.39163123,6.767099091,0.609248235,1,1,0,1,0
58.519605404,1.683827583,0.734688347,1,1,0,1,0
12.63126046,0.673618639,0.139079348,1,1,0,1,0
32.66984356,6.507767067,1.129424499,1,0,0,0,0
10.15412443,1.993385694,1.703462108,1,1,0,0,0
9.378713197,0.080231468,0.408652951,1,1,0,1,0
39.22730302,0.036450212,0.438591077,1,1,0,1,0
36.78215736,0.012644722,0.237077012,1,0,1,0,0
58.519605404,4.711088248,0.643443886,1,1,0,1,0
2.993643268,0.179786848,3.304727922,1,0,0,1,0
2.324858108,0.067359247,14.34588885,1,0,0,1,1
39.82135166,0.281346208,1.930730485,1,0,0,1,0
2.743354595,1.066596963,4.037580028,1,0,0,0,0
8.90284955,0.787922395,2.472693719,1,1,0,1,0
58.519605404,0.044023924,2.704548721,1,0,0,0,0
58.519605404,21.15770074,0.152192268,1,0,0,0,0
6.737664301,0.850329774,1.751382244,1,0,0,0,0
2.630841028,0.229765836,0.207313401,1,0,0,1,0
29.41468925,0.28212008,3.032738279,1,0,0,1,0
8.463765463,0.350533703,0.25593117,1,1,0,0,0
1.422227064,0.053918832,1.83830265,0,1,0,0,0
26.2193106,35.41039013,6.087125395,1,0,0,1,1
1.527565619,0.047104313,0.313528638,0,0,1,1,0
4.427805433,0.009955423,1.628548928,1,0,0,1,0
1.179364132,0.889309389,1.418566863,0,0,0,1,0
1.757634318,19.60521322,1.539212922,0,0,0,1,0
33.83344536,22.88523264,1.338893818,1,1,0,0,0
2.431165379,1.953799878,0.517901729,1,1,0,1,0
1.994173611,0.725741467,3.667583979,1,1,0,1,0
9.483248616,6.41152088,0.761338348,1,0,0,1,0
26.28595709,4.262808233,1.99948244,1,1,0,0,0
16.34821619,0.344925113,1.843248438,1,0,0,1,0
4.898036001,0.41135484,0.215419898,1,0,0,0,0
0.851709795,0.123532026,2.875652547,0,1,0,1,0
5.523508362,8.829220013,2.560286465,1,1,0,1,0
9.772473274,33.72774523,7.181313822,1,0,0,1,1
4.805528619,2.861193243,5.372304393,1,0,0,0,0
1.156720022,0.886815566,1.807543008,0,0,0,0,0
5.0541502,0.350798094,0.604746291,1,0,1,1,0
4.037680336,0.09238619,2.135501311,1,0,0,0,0
3.341321766,4.20835254,0.336895516,1,0,0,1,0
51.90686337,19.62714208,2.676603149,1,1,0,1,0
3.964046938,3.239677344,1.590063415,1,1,0,0,0
58.519605404,0.575076381,3.702738101,1,0,1,1,0
29.82114193,7.068075176,2.07358777,1,0,0,1,0
8.726194847,10.15929187,1.360999786,1,0,0,1,0
3.779664443,0.087513187,2.318091147,1,1,0,1,0
14.2068007,0.25989614,0.883627027,1,1,0,1,0
1.331349748,1.018754442,2.473833659,0,1,0,1,0
1.526720808,1.760597646,0.347622425,0,0,0,0,0
2.990893264,0.407390779,1.563531399,1,0,0,1,0
6.881039046,7.4057056,0.829688406,1,0,0,0,0
58.519605404,0.003627687,20.44886627,1,0,0,1,1
14.71877667,2.069601744,0.301716265,1,0,0,0,0
0.190648268,9.983426746,2.711348207,0,0,0,1,0
1.386408829,0.867846363,0.333800338,0,0,0,1,0
6.906703693,0.00985363,1.862318497,1,0,0,1,0
41.67609011,2.620769756,1.691612427,1,0,0,1,0
1.743558955,0.516407585,1.931348074,0,1,1,0,0
2.326560764,0.00155178,0.225519008,1,0,0,0,0
58.519605404,7.253142316,1.37530571,1,1,0,1,0
3.293902836,0.17608208,0.597038671,1,1,0,1,0
3.352031925,1.466716224,0.355639778,1,0,0,1,0
1.134214509,2.379834407,0.583889438,0,0,0,0,0
0.177788853,0.033673507,1.394065362,0,0,0,1,0
24.30165119,0.107595787,2.504535897,1,0,0,1,0
15.93227431,0.627505265,0.095845545,1,0,0,0,0
9.110717523,0.772315791,3.563302838,1,0,0,0,0
4.102368387,6.643857461,1.697053075,1,0,0,0,0
11.44349527,0.578234205,0.5971084,1,1,0,1,0
9.55811999,1.918955195,0.489219569,1,0,1,1,0
0.535498165,2.58467687,0.60370618,0,0,1,1,0
1.651277011,0.363009689,0.27025793,0,0,0,0,0
7.583573217,0.077216084,0.906532334,1,0,0,0,0
0.852730157,0.848166338,0.313237148,0,0,0,1,0
58.519605404,0.997550059,6.41177085,1,1,0,1,1
12.60673745,5.442024748,0.594456851,1,1,0,1,0
58.519605404,2.754138327,0.341440273,1,1,1,1,0
4.831272157,0.852492986,0.092346389,1,0,0,1,0
1.606464049,1.189656896,4.432459877,0,0,0,1,1
22.90341652,0.022370902,0.275265382,1,0,0,1,0
1.397744715,0.33825739,1.50560894,0,0,0,1,0
22.40957871,1.393890912,0.494685212,1,0,0,1,0
20.56621863,2.306317301,1.374767164,1,0,0,1,0
18.70690698,2.034757216,2.837931351,1,0,0,1,0
1.521369321,0.293712723,6.126915013,0,1,0,1,1
29.9337958,4.102326851,8.093476974,1,0,0,1,1
1.324482454,0.163427853,0.92513607,0,1,0,0,0
6.749993176,0.150460168,0.587201403,1,0,0,0,0
7.000933426,5.92036268,1.033031796,1,1,1,1,0
3.355540754,1.957529362,3.066539498,1,0,0,1,0
37.64323508,0.308753675,0.784111573,1,1,0,1,0
9.534478425,0.39770837,1.765915044,1,0,0,1,0
55.29336774,12.13454278,1.340356369,1,0,0,0,0
26.81274546,1.162517599,0.488918472,1,0,0,1,0
20.15494937,0.524983784,1.493780891,1,0,0,1,0
11.84871325,14.42161021,0.92218571,1,1,0,1,0
10.96747894,2.456777371,1.698078618,1,1,0,1,0
1.371880831,0.069355451,3.129789837,0,0,0,1,0
58.519605404,4.176940109,0.13510996,1,0,0,0,0
9.253282317,4.599739219,0.217108566,1,0,1,1,0
11.71675994,0.960011682,2.890102669,1,1,0,0,0
1.380244344,2.098955088,0.774066173,0,1,0,1,0
4.345353584,0.501041194,0.180793623,1,0,1,0,0
20.20189859,0.483526316,3.157167626,1,0,0,0,0
30.55186891,0.009185955,19.2472943,1,0,1,1,0
5.574556048,9.846333498,2.139933059,1,1,0,0,0
42.52782248,1.285533363,0.1878326,1,0,0,1,0
8.101661087,1.261727298,1.409525676,1,1,1,1,0
4.318485176,0.430413326,1.420632558,1,0,0,1,0
9.112959358,9.695422742,11.99183744,1,0,1,1,0
13.98187145,1.445451305,2.602592549,1,0,0,1,0
10.66257379,0.636356419,1.709004055,1,1,0,0,0
58.519605404,4.895766033,1.284280563,1,0,0,0,0
1.070263027,7.923982227,0.120529051,0,1,0,1,0
2.072158086,13.8236261,0.279879751,1,1,0,0,0
40.2101232,2.353844918,0.301497883,1,1,0,1,0
3.5767876,1.584728469,0.374401485,1,1,0,1,0
4.133976903,0.00372055,0.324888005,1,1,0,1,0
58.519605404,0.314955513,1.659042311,1,0,0,0,0
29.31798199,2.273058133,0.132249755,1,0,1,1,0
1.441708188,8.485961736,0.615203218,0,0,0,0,0
7.12902812,0.125190852,0.734271929,1,0,0,1,0
1.226902234,1.748688879,0.14230197,0,0,0,1,0
58.519605404,3.452687856,3.71054471,1,1,0,0,0
0.654495619,1.763792361,2.240618485,0,0,0,0,0
5.094753586,1.932297761,0.433414278,1,0,0,0,0
8.539221513,0.049745097,0.380587975,1,0,0,1,0
1.71640702,0.321451865,0.314477459,0,1,0,1,0
58.519605404,2.311165881,3.389810701,1,0,0,1,1
3.114875093,2.093324865,1.457241786,1,0,0,1,0
8.322842795,8.550825337,0.423920313,1,0,0,1,0
6.760573838,0.63176371,0.897185531,1,0,0,0,0
7.431577322,1.993151551,1.583186588,1,0,0,1,0
18.58963676,1.433707129,0.190064924,1,0,0,1,0
1.245475915,3.704132149,0.547241361,0,1,0,1,0
2.767762695,0.105050758,0.327467502,1,0,0,1,0
55.74517638,0.377534765,1.259317775,1,1,0,1,0
9.703356704,2.551698803,4.306563833,1,1,0,0,0
4.241271334,1.3554299,0.224541912,1,0,0,1,0
3.660985377,0.117165523,0.394519176,1,0,0,1,0
58.519605404,5.235258931,0.101319806,1,1,0,1,0
9.083718406,2.334727915,0.470997134,1,0,0,1,0
4.537400274,5.704546458,1.123433475,1,1,0,1,0
0.829916524,15.56895071,1.396453552,0,0,0,1,0
2.289297763,1.072447141,0.620001081,1,0,0,1,0
4.278992707,11.43548775,2.731894134,1,1,0,0,0
8.356130418,1.099428311,5.616089644,1,1,0,0,0
19.01893767,6.280662408,0.204904489,1,0,0,0,0
3.057031998,0.889815639,1.703242466,1,0,0,1,0
52.56570306,1.024832541,0.298464906,1,0,0,0,0
5.617102348,8.844262467,1.144843785,1,1,0,1,0
2.200268419,0.120675707,7.465995697,1,0,0,0,0
3.075864307,1.76471841,22.93909869,1,1,0,1,1
4.186125984,1.034618148,0.107258419,1,1,0,0,0
4.346854408,0.234446555,0.425512249,1,0,0,0,0
19.10446884,0.018318229,2.728473361,1,0,0,1,0
8.241577386,0.010273855,0.640718435,1,0,0,1,0
13.757283,0.467772153,0.15247527,1,0,0,1,0
2.464859637,0.692258411,0.30237432,1,1,0,0,0
52.80936994,1.215030204,0.525059713,1,0,0,1,0
4.042876765,12.10157439,0.303027838,1,0,0,1,0
7.472818984,1.406353086,1.103858328,1,0,0,0,0
7.622535038,0.299932011,4.968810037,1,1,0,0,0
1.314317442,23.39030661,0.429757029,0,0,0,0,0
29.93998652,72.00859023,0.327793732,1,0,1,0,0
12.91483303,0.516698876,1.165594553,1,1,0,1,0
1.158137896,30.20569104,2.119685944,0,0,0,0,0
